TRA_ID,ATA_TEXTO
2626,eh buenos dias yo necesito que me manden una ambulancia. es que yo tengo un paciente con insuficiencia renal y ya no le aguanta el oxigeno esta como ahogandose. renal. perdon. no yo soy el hijo. es hombre de 87 años. perdon. le ponemos 3 litros diarios pero ahorita esta boqueando esta como queriendo terminarse. si el tiene insuficiencia renal y problemas del riñon. Es en la vicente pinzon y fray manchela. pero necesito que mande un ambulancia rapido porque esta boqueando. ya. es en la vicente pinzon y fray manchela. es la es la tienda del rio es junto a la del junto a la cancha del rio tarqui. angel vivar. ya no sera malito mandarame rapido. ya gracias
2627,buenas para reportar disculpe en la heroes de verdeloma hay unos tipos sospechosos que casi me asaltan suerte que me salve por ahi estan bajando si quieren ir a revisarlos no se. me imagino que si yo me escape. perdon. hay uno de amarillo son altos vera. hay uno que viste de camiseta de barcelona hay uno pequeño que viste asi tipo raperos visten asi si me entiende. aver uno esta de camiseta amarilla de barcelona otro camiseta negra otro de camiseta blanca lo sotros dos no me acuerdo bien. pantalones no me acuerdo yo me escape. por el colegio j calle yo ya estoy mas aca pero ellos estan bajando por el colegio j calle por esa avenida. no se si se fueron no se si se fueron no no se bien si se fueron para alla siguiendo la heroes de verdeloma o bajaron por esa calle de la zona militar pero por ahi estan no pasan de esas cuadras. ya para que los revisen. para que los revisen porque son un peligo. santiago apolo. apolo. gracias si pueden hacer el favor gracias
2628,buenos dias señor hagame un favor gente bebiendo aqui a esta hora. algunos carros dos carros con unas 10 personas mas o menos. no no no yo no salgo por que. hay una camioneta blanca que esta ahi señor. no no se le ve por que tapan un poco entre ellos mismo. raul andrade. la calle raul andrade. humberto fierro ciudadela el paraiso. edmundo ramires. si. si en la ciudadela el paraiso. en el sector de las canchas. no no no raul andrade y la calle humberto fierro o tambien le pone la otra que seria la ernesto noboa. en la raul andrade. frente a mi casa que es la 2-20. en la raul andrade 2-20 es mi casa. edmundo ramirez ya le dije. muchas gracias señor
2629,buenos días necesito que me ayude un un señor policía aquí en paute estoy llamando desde paute. eh lo que pasa que una señora me robo un teléfono del bolsillo y no me lo quiere devolver. eh si ahorita estoy con la mama de la señora que no me quiere dar donde esta la señora que me robo y ella no me quiere decir donde trabaja la señora por eso necesito un policía para que me ayude a presionar. aquí en la escuela san francisco. si. priscila santos. si justo aquí en la escuela en el patio de la escuela. si. ya gracias
2630,muy buenos días hágame el favor quiero de un robo me acaban de robar el carro aquí en la casa en la casa mia. accesorios del vehiculo. eloy alfaro 3-27 y garcia moreno. diego molina. buenos días
2631,buenas noches hay una parece una pelea aquí con una señora acá por las catalinas. es una pelea entre un hombre y una mujer algo asi. si porque esta gritando pidiendo ayuda. frente el colegio las catalinas en ricaurte. si. es justo en la calle de tierra de las catalinas. en el garaje del colegio. es en el colegio las catalinas. no sea malo ustedes tiene un upc aquí en ricaurte no sea malo que venga pronto. no en la entrada de la puerta del parqueadero de las catalinas. si. juan fernando cordero. juan fernando cordero. gracias
2632,buenas noches. señor en el pay de baños en la plaza de baños me golpearon hay personas que están drogadas. perdón. me golpearon mucho a mi yo me rescate en carrera. ya no necesita ambulancia. porque le agredieron. porque le agredieron porque le agredieron. en la upc de baños. ya mi señor su nombre. esta talvez en estado etílico. ya caballero manténgase en buen resguardo coordinamos la emergencia estamos para servirle. ya señor. me dice que está en la upc 4 cuadras mas arriba. si si. me golpearon señor los señores de arriba estan drogados. no sea malo ayudenme para yo salir a mi casa. no sea malo ayudenme para salir. pero en qué tiempo yo me puedo retirar. yo no me retiro de las 4 esquinas. ya
2633,si buenos dias. vengan a ver un carro esta aqui desde las 3 de la mañana y no viene nadie a retirar esta mal parqueado esta. es un como llama plateado es una camioneta de esas deportivas y no hay dueño no hay nadie que se acerque a ver y esta en plena calle aqui del hospital de la mujer unos 20 metros abajito en la curva. ya. si. eso en la entrada al camal en todo donde cobran los dias jueves del ganado vivo que entra en esa calle de tierra acasito al frente esta pero contra mi casa. martha auquilla. ya hasta luego
2634,buenas amigo quiero hacer una denuncia oiga porque una unidad de una cooperativa de pasajeros interparroquial esta con exceso de pasajeros amigo. estamos llegando aqui en el valle. si. exacto salio desde cuenca creo que esta yendo a quingeo no estoy muy seguro no puedo ver el nombre de las unidades porque esta repleto internamente de pasajeros. o sea no porque no puedo ver esta en exceso de pasajeros no hay como ver absolutamente nada aca adentro estoy al interior de la unidad y estoy llegando al valle ahorita. es el transporte progreso los que van a quingeo que dice rayoloma etcetera estamos ahorita en el valle acabamos de llegar al valle pero esta en exceso de pasajeros amigo. exacto. mande. es blanco y verde. justo en la parada del valle acabamos de llegar recien. me ayuda con su nombre jorge juela. este numero mismo 0984390881. 390881. bueno gracias
2635,si buenas tardes hagame un favor me puede ayudar con los señores de la emov. lo que pasa es que aca en santa ana esta un señor un conductor esta bastante ebrio. esta estamos en el centro santa ana. del valle. si esta bien borracho no quiere dar las llaves ni nada  de repente algun. esta en media via es un auto plomo un hyundai. esta mas arribita de santa ana se para en media via no quiere dar las llaves para hacer alado ni nada estan el copiloto tambien estan bien ebrios no puede ni casi hablar. para la bella union para la dolorosa. sera unos 5 minutos ni tanto. nuria ska. ya muchas gracias
2636,buenas tenga la bondad yo solicite una po eh una patrulla aqui mas de unos 10 minutos. este hay una violencia familiar aqui estan agrediendo a una menor de edad y a un hijo que es adulto tambien el padre. los chasquis y la zarigueya si. es justo donde es el segundo semaforo como quien se va para patamarca. ya. hasta luego
2637,muy buenos dias hagame un favor lo que pasa es que el vecino de lado le esta pegando a la esposa y la niña vino a pedirme ayuda. eh si es en la calle del acordeon detras de las bodegas eljuri. si hagame un favor lo que pasa es que la niña esta bien descontrolada esta aqui nosotros somos vecinos. si. eh perdon. es calle del acordeon detras de las bodegas de juan eljuri camino a miraflores. si si justo de la panaderia don pan un poquito mas a una media cuadra masomenos. si. ya hecho yo ya les espero afuera. hecho ya muy amable gracias
2638,muy buenos muy buenos dias tenga la bondad hay un incendio aqui en un bosque por el sector de las antenas de misicata. un poquito antes poquito antes de llegar a las antenas de misicata. via a las antenas se llama via a las antenas en un tanque de agua tanque de agua creo que se llama. cristhian berrezueta. ya muchas gracias
2639,como le va buenas tardes. disculpe le estoy llamando de aqui de la troncal. y como no me se ningun numero de policia de patrullero lo que pasa es que enfrente de mi casa estan queriendo consumir drogas ya estan consumiendo practicamente si. vera es detras de la parada del seguro social casi diagonal a la escuela 18 de octubre. no en la esquinita de mi casa frente de mi casa. mande. con mi nombre. es que si yo le doy mi nombre ya van a decir algo. ya sol zamora por favor
2640,buenos días por favor aca a la reina del cisne que un señor no puede acercarse aca y ha venido ahora. si. es mi hija y como ya ya tiene conocimiento que no puede acercarse y ha venido aca ese señor. a. paccha creo que es pero osea ya esta dado conocimiento aca abajo. para abajito de la reina del cisne mas abajo. de la cancha de la reina del cisne para abajito. unas tres cua 2 cuadras ha de ser. ya ya estoy por arriba yo. mande. maría ananasqui. ya
2641,no ninguna eh quería pedir el resguardo policial para llevar un dinero hasta el centro al otro banco. en el banco del pichincha de aquí de la solano. agustin cuesta. si. buenos gracias
2642,buenos días tengo entendido que esta prohibido beber en la calle aquí hay unos tipos que están libando en la calle vieja. entre héroes de verdeloma y barrial blanco. 6 7. william quezada. gracias hasta luego
2643,buenos días para solicitar un resguardo policial. en la troncal en la jose peralta y 10 de agosto. si es en el local la diferencia frente al emapass. mayra. gracias
2644,como esta hágame el favor necesito hacer un traslado de dinero del banco del pichincha aquí en azogues hasta el banco del austro. si. eh byron tene. muchas gracias en banco del pichincha de azogues
2645,buenas noches. será posible el patrullero para baños. perdón mi señor será posible para baños ahí está pasando pero yo estoy aquí en una esquina. yo estoy en una esquina unos señores son unas personas que están en la plaza de baños son drogados me trataron mal. si. 3 señores 3 como 4. si yo les conozco. uno está con una chompa grande. chompa negra están. perdón. mi persona. es unas personas con vestimenta negra. si toditos yo les conozco. baños. la plaza central. encalada juan
2646,muy buenas noches me puede ayudar enviando un carro de la policía para que vengan a las casas de la villa dorada. están un poco tote de chicos están tomando están fumando tomando. 7. ahí están en las canchas fumando estan ahorita. verá en las canchas del parquecito de la ciudadela villas doradas. si ahí pertenece a ladito de la upc en ese parquecito de palitos que hay. a unos 100 metros de la upc. sí en la villa dorada urbanización villa dorada. norma torres. si. muchas gracias
2647,buenas noches hagame un favor no se si nos ayuda con un patrullero al colegio antonio avila mire que aca afuera tenemos cualquier cantidad de motos y se oyen los comentarios que estan yendo a apuñalar a un alumno de aqui del antonio avila antes que toque el timbre por que esta a unos diez minutitos tocamos el timbre. e afuera afuera estan como unas quince motos esperando a los alumnos por que creo que van a pelear entonces ayudenos mandarnos. es en la en la canñar y galapagos. la calle cañar es frente al antonio avila puede ser. es en la puerta lateral por que la principal es en la galapagos es en la calle canñar. remigio y canñar mi nombre es elena ullauri. perdon. hagame el favor muchas gracias
2648,si señor buenas tardes disculpeme le estoy llamando desde baños de cuenca tenemos siempre el problema igual vuelta por ahora por la tarde frente al santuario de la iglesia de nuevo hay otro tremendo problema en la circulacion de los carros si tuviera la bondad de mandar algun contingente para que traten de restablecer el orden aqui. si si hay creo que hay un ojo de aguila frente a la iglesia de baños si esta funcionando tenga la bondad de mirar eso. o si no que mande algun personal para que nos ayude en este caso tan duro. si yo me llamo oswaldo ramon. yo le llamo todos los dias ya tenemos tremendo problema ahorita mismo van chocando entre ellos mismo y creo que de mañana vinieron oigay cumplieron creo que una labor muy buena ahora tambien no sea malito. yo le agradezco muchisimo un feliz dia
2649,buenas noches disculpe llame a este numero porque no se si estara correctamente lo que pasa es que hay un cerdo que esta andando en la via aqui en azogues. y no se sabe de quien sera y o sea es un cerdo bien grande que esta ahi deambulando es atras del gran aki y me da miedo que vaya a ocasionar algun accidente porque se cruza cuando uno pasa con el carro. si ahi esta es un cerdo blanco grande bien grande. oiga no tengo idea del nombre la calle la pero es justo atras del gran aki es la calle que baja a la marginal del rio. perdon. yadira hernandez. gracias hasta luego
2650,fin de la llamada
2651,si buenos dias. hace unos 15 minutos llame y me atendio una señorita que mandaron aca unos señores que esta averiada una calle el agua. oiga en la unidad nacional y guayanas. o sea nosotros somos de la empresa electrica estamos cambiando los medidores y lo que pasa es que nos encontramos con la matriz y se revento la matriz masomenos en la calle. del agua. si la señorita ya nos atendio y dijo que van a mandar la unidad que ya han mandado pero estamos en espera no llegan todavia. carlos vizhñay esta el nombre. muy amable si nosotros estamos esperando aqui en la esquina de la unidad nacional y guayana. ya muy amable muchas gracias
2652,buenas noches. Disculpe le atropellaron a un perro en la av 27 de febrero no se si nos puedan ayudar. y 10 de Agosto en el nuevo puente que para unirse a la  primero de mayo. no no es por un puente nuevo como se llama esta calle a es primero de mayo y felipe segundo. aja. freddy montero. si todavia esta vivo. freddy montero. ya muchas gracias
2653,joven buenos dias tenga la bondad a ver si me ayuda poniendose en contacto con la gente de la emov. a la entrada de la fabrica italpsios hay una hilera de camiones hermano que estan parqueados al lado derecho estan a punto de ocasionar un accidente. es a la entrada de la fabrica italpisos la entrada a san joaquin. si justo en la fabrica italpisos en la puerta hay una hilera de camiones hermano y ya no hay prácticamente paso llamo a la emov pero no me contestan. si es una hilera de camiones y esta un trafico tremendo y no no hay como y va a haber un accidente encima de eso esta en la en la entrada de mi casa un camion no pueden quitar. si en la entrada de la fabrica italpisos. si entrada a san joaquin entrada de balzay unos 20 metros como quien se va a san joaquin. muy amable hermano gracias. teodoro calle. ya muchas gracias
2654,caballero muy buenos días. ayudeme con algo necesito por favor que que a ver si me pueden enviar una una patrulla de accidente de transito si a aca donde yo vivo es un condominio. eh es la unión alta tengo un problema con unos vecinos de una escuela que se estacionan al frente al frente de nuestra casa y la via la via es bien angosta y se hace un problema aquí en la entrada a la casa de nosotros los carros tiene el paquedero aquí al frente de nuestro carro a frente de nuestra casa verdad. entonces los otros vehículos de los vecinos de una escuela originan eh a veces hay carros grandes que quieren pasar por aquí y no pueden pasar y también cuando queremos sacar nuestros carros no podemos sacar los carros por eso quisiera que nos asesore un agente de transito que este aquí y nos diga que podemos hacer. ya mismo están llegando ellos. la unión alta diagonal a la escuela francesa. en baños si. diagonal a la escuela francésa. luis chau. en que tiempo estarán por aca. por favor gracias si
2655,alo caballero muy buenos días ayúdeme disculpe que seamos tan insistentes le pedimos una patrulla un agente de transito aca en la unión alta. en la unión alta. si pero paso la patrulla y se fue de largo lo que pasa que no paso la principal y no era en la principal sino en una alterna. si si ya paso la unidad aquí aquí la vimos por lo que salimos ya se se fue para abajo de nuevo. si si ya en este momento estamos aquí. ok gracias gracias. gracias
2656,por favor señor de mandando una patrulla a la ciudadela banco de la vivienda. aquí están peleando. quiere oir están con vocabulario tremendo. se encuentran 5 dos sentados en la vereda y están consumiendo y otro esta en la moto borrachísimo y queriendo pelear. mande. si están tomados. rio malacatos y rumihurco. no en las canchas. si. maríana paredes. gracias
2657,alo. muy buenas noches hágame un favor no se si podría mandar una patrulla a la paseo de los cañaris y hurtado de mendoza. hay un poco de jóvenes del colegio de la herlinda toral que están bebiendo gritando y no me dejan dormir. no he contado son algunos que están ahí. en la paseo de los cañaris y hurtado de mendoza. si casi en plena esquinita de la paseo de los cañaris. gabriel cabrera. muchas gracias
2658,buenas noches. oiga este yo vivo en la calle tambo. ah. es que hay aquí un un bar y hace todita la noche bulla y no dejan dormir ahorita esta a todo volumen ese bar. ah. no escandalo no la bulla de la música no dejan dormir. si hacen mucha bulla demasiado volumen. en la calle tambo en la primera esquina hay un bar ahí pasan bulla demasiada bulla. si en la calle tambo pasando el redondel del del monumento a 5 cuadras para aca y ahí a la derecha o mas o menos frente a la lavadora de bombom lavadora lavadora bonilla. tambo tambo. 25 la principal 25 de agosto ahí toda la esquina es. ah. leonardo jara. bueno muchas gracias
2659,hola. cantones. hay un hombre que me esta pegando hace rato tengo un bebe de cinco meses un bebe de cinco anños ese senñor me ha violado senñora. no es es ex ex marido me dio con la  botella en la cabeza. viene a la casa y me pega en la cabeza tengo un bebe de cinco meses y un nino de cinco de anños y me abrio una mano y me abrio una ceja y aqui me atropeyo feo y me dio con la botella asi todo y salio a la calle por favor ayudeme vuelta viene y me atropella no soy de aqui soy colombiana. ciudadela  los cantones. no se no se hacia los cantones que es. avenida de las americas es la principal y la que se llama hay como unas que se envian cosas. no se como son no se no puede. estoy en una ciudadela y la gente es como oculta y nadie se mete en nada. es en los cantones. es en la ciudadela los cantones queda biomas ahi de perros y hay como una fabrica. si usted se encuentra cerca del parque del dragon. en el parque del dragon. el parque del dragon. si. mire mi amor eso queda aqui en la avenida estan arreglando como una avenida como para que pase el metro plus el metro cable estoy aqui a cuatro casas que venden carro hay un consecionario y yo vivo como a tres cuadras ahi yo abajo de la casa hay un biomas que es como de animales y una fabarbica que hacen asi cosas como peluches y de mas. de segundo piso pero es un poquito adentro. por favor. es la ciudadela de los cantones. yo le espero afuera si quiere. e si queda a un rio frente a mi casa y ahi es asi grandisimo. como es para la ciudadela los cantones solo la ciudadela los cantones. en el paruq eno hay es en la ciudadela de los cantones asi se llama por la avenida de las americas. la ciudadela de los cantones asi se llama. no no esa es la principal la primera calle hay casi calle y hay solo casas y es al frente del parque al frente. dejeme buscar un momentico por favor ayudemos para poder enviar a la unidad y se pueda guiar. a lo si le escucho senñora. exacto me puede ayudar sobre que calle se encuentra usted. sobre que calle se encuentra usted disculpe. en la esquina. su nombre por favor. cordinamos su emergencia estamos para servirle
2660,muy buenas disculpe yo tengo una boleta de captura para el señor jose baculima de alimentacion y no se si me podra ayudar con una patrulla ya que le tengo localizado en el lugar. si captura por alimentos. voy a hacer efectiva la boleta que tengo. estoy por la avenida de las americas y daniel de cordova por el parque del dragon. si. atras del parque del dragon. shirley merchan. si. le estoy viendo ahorita. no ahorita el se encuentra en su casa ahorita pero ahi estan los carros en los que el se moviliza entonces si esta ahi en la casa. ya muchas gracias
2661,buenas noches por favor me puede mandar una unidad tengo un problema con mi novio el me esta insultando todo el tiempo toda la noche la semana pasada el sabado pasado me golpeo y justamente vinieron la policia aca y yo no quise poner la denuncia pero realmente ahorita estoy cansada de que me siga insultado y me siga amenazado por favor mande una unidad ahorita. la agresion es verbal señor es verbal la agresion. me esta amenazando de muerte me esta amenazando de muerte y como ahorita ha visto que yo iba a llamar al 911 se ha encerrado en la habitacion y ha puesto una soga detras de la puerta en la habitacion los oficiales pueden corroborar eso. si alfonso moreno mora 2 21. federico proaño. yo estoy en alfonso moreno mora pasando federico proaño. si es una casa que esta al lado de una peluqueria que tiene un letrero de una peluqueria que dice sht y un dog wash. es una casa blanca la cochera es de madera. tres pisos yo estoy en el primer piso señor. 2 21. selva tirado. por favor como puedo hacer para conseguir el registro de la llamada que hice el sabado pasado. ya porque yo el sabado llamado llame tambien llame por telefono y los oficiales llegaron pero yo relamente fui tonta señor fui tonta de dejarlo a este señor que se vaya y no poner la denuncia a mi me dijeron que podia pedir una boleta de auxilio. por favor gracias hasta luego
2662,alo. buenas como esta oiga hágame un favor si podría mandar algún uno de transito por que no ve que aqui una señora me deja el carro en la puerta de de mi garaje y no puedo meter el carro. y desde mañana no se si podría mandar a alguien para que le mueva. perdón. es aquí en la republica y y octavio días. si la casa es la es la 3-69 es una furgoneta. blanca. si es asi eso digo en la republica y garcia moreno en la ahí dice arreglo chapas ahí afuerita. israel delgado. bueno gracias
2663,buenos días hágame un favor estoy con un carro parqueado aquí en mi garaje y yo no puedo entrar estoy con el carro en la calle. es en la avenida de las americas. 26-93. y alfonso andrade. perdón. mas o menos la calle que baja la calle cayambe que baja de los tanque de agua. ahí esta y afuera hay un letrero que dice góndolas estanterías. el carro es un steam medio rojo. esta justo en mi garaje y yo estoy afuera yo estoy en la vereda por que no tengo donde dejar nocierto. y en cuanto tiempo estarán aquí. andres crespo. por favor esta aquí en mi garaje han dejado y dice no estacionar aquí es una oficina y cogen y dejan. por favor gracias
2664,hola. que esta un carro parqueado ya un buen tiempo en el parqueadero de mi casa. es un swift lacre. si. luis moreno mora y alberto palacios una cuadra mas abajo del colegio la salle generalmente se parquean y van a verles a sus hijos todo pero ya esta un buen rato ahí siempre me pasa lo mismo. juan jose alberto palacios. será que me ayuda con una grua asi los mas rápido posible por que sino. porfa. gabriela orellana es en la esquina justo una casa esquinera rejas negras. gracias hasta luego
2665,tenga la bondad quiero denunciar algo es en la línea 28 que va por la 9 es la 06200 a ver 06095. ya este subio un vendedor con una niña que parecía no se su hija y la niña tenia una cara como que obligada a trabajar o algo asi. y no no no no me parecio bien que un señor de unos eh 30 años mas o menos con una niña de unos 12 años. si ahorita se subieron a vender un mani. ahoritas esta justo en la parada del parque de la 9 que va para llacao creo que dice. no no de la 9 del mercado 9 de octubre. si. no se si será la hija o a lo mejor le tienen obligada a la niña a trabajar por que el man se veía con una cara muy. celene burgo. pase bien
2666,alo buenos días tenga la bondad para solicitar un resguardo para traslado de valores. en la gasolinera quinta chica. marisol quizhpe. gracias
2667,eh buenas tardes hágame un favor me ayuda con una patrulla. eh para un traslado de valores. en la gasolinera eloy alfaro. johana monje
2668,como esta buen dia hágame un favor para eh resguardo para transporte de valores. me ayuda con su nombre. coordinamos la emergencia estamos para servirle. hasta luego
2669,buenos días estoy aquí con un señor que entra a mi casa puede venir por favor. andres f cordova y 16 de abril. a ver del parque del migrante frente al avioncito. perdón. si es una vidreria pero ahorita estoy aquí con el señor aquí adentro en la casa no sea malito. nelly pesantez. perdón. perdon. no sea malito
2670,buenas llame hace hace poco tiempo para que me ayuden con unos policías por que hay unas personas que se quieren ir sin pagar el cafecito pero no llegan los policías. honorato vázquez y 7 36 y luis cordero. hace unos 10 minutos. ya por favor estamos justito a lado a ladito de del de ese pai improvisado que han puesto la policía aquí diagonal a la iglesia la merced. gracias
2671,buenas noches joven hagame un favor le estoy llamando vengan aca por que mi marido me acabo de pegar y estoy aqui con la cara hinchada. aqui en la entrada al valle en el bario todos unidos. vera es via al valle. entrada castilla cruz barrio unido. no no hay ningun nombre de las calle solamente coje la interseccion de ahi y entra a castilla cruz y entra una sola para aca al barrio unido. barrio unido justo ahi hay un letro aqui cuando esten llegando ahi ven un letrero barrio unido. si entrada la valle entrada a castilla cruz. es justo ahi en un casa comunal como tipo iglesia de esa casa. es una casa comunal pero tiene una cruz asi mire pero es una casa comunal. de ahi a media cuadra. es de un piso chocolate justo esta parado un bus azul de la los buses urbanos esta parado jsuto al frente de mi casa para que se guien mas rapido. miriam macas. mas o menso si. si entra por castilla cruz. ya gracias
2672,si buenos dias hagame un favor le estoy llamando de aqui de giron. le necesito a lo mejor si me puede ayudar este lo que pasa es que alguien se ha entrado a la casa. ya en la como es  eloy alvarez y bolivar. y bolivar. en los bajos del hostal jr. vilma romero. ya muchas gracias
2673,si buenos dias alo. hagase un favor puede mandar una unidad el barrio san mateo. al barrio san mateo de la ceramica. mande. en la entrada a sinincay. y la subida a san pedro. mi esposa me mando botando de la casa y me esta tirando por ahi todita la ropa. perdon. milton armijos
2674,buenos dias mi señor vera hagame la fineza estoy yo aqui estoy la ciudadela estoy caminando por la orilla del rio y ahi veo a esos gitanos un loco que esta cavando el hueco del alcantarillado y le esta metiendo a los niños y yo no se que esta haciendo seria bueno que se vengan a dar una vuelta por donde que estan. alo. murmullo. en la marginal al rio donde se encuentran los gitanos frente al mercado sucre en azogues. agripina vintimilla. yo estoy haciendo ejercicio estoy caminando y estoy viendo que el ciudadano le esta metiendo en la alcantarilla a los niños. ya  eso es todo gracias
2675,oiga buenos dias. si oiga quiero que mande patrulla a la calle del hospital san gabriel. si como quien ir al hospital. aqui al hospital gabriel machuca. oiga lo que pasa es que yo preste una paila y una olla a mi cuñada y lo que pasa el dia 23 se pierde un telefono de ella y ahora me estan acusando que yo he robado el telefono y de paso yo vengo a retirar eso como aclarar las cosas y ahora no me quieren devolver entonces yo preste no les regale. quisiera que venga a ver lo que esta pasando. silvia rodriguez delgado. si
2676,buenas hágame un favor es posible que envíen agentes talvez de la emov hay un camion enorme parqueado aquí en la calle armenillas y elia lut. ay creo que es plateado ya le deje atrás plateado o blanco pero es un carro enorme que no hay como y es doble via en la calle armenillas. y elia lut creo que es la del técnico salesi la de la ups. ya calle vieja. justo es en la armenilla que yo estaba subiendo. natalia coello por favor. bueno gracias
2677,alo buenos días eh un favor estoy en un bus que esta llevando exceso de pasajeros y quiere seguir cargando mas pasajeros. es una transportes cañar. una transportes cañar. esta ya saliendo de biblian yendo a entrar a azogues. a azogues bueno se esta yendo a cuenca pero sigue metiendo mas pasajeros. eh no pero estamos a la altura del del cementerio de biblian. ayudeme por favor con su nombre. Chandel maya coordino su emergencia estamos para servirle. vos no pares burro. no le escucho muy bien. gracias señor
2678,buenos días hágame un favor diga estoy llamando para avisar que un carro me han dejado parqueado en la salida de mi garaje ya estoy esperando mas de media hora y. la verdad que no no vienen a retirar pregunto aquí cerca y no no no dan respuesta. es un chevrolet corsa de placas pgo0754. es un color gris ratón algo asi. viracochabamba ya y guapondelig. perdón. eh si justo frente a la clínica la paz. eddy gomez. muy amable gracias espero que me ayude
2679,tenga la bondad mi mi estimado como puedo hacer con quien me ayudar en la calle coronel talbot y mariscal lamar hay un puesto de camionetas pero ocupan casi media cuadra y no hay espacio para estacionar al frente de mi vivienda ellos tienen una línea pintada de amarillo pero ahorita ya están dos vehículos mas atrás de lo que les corresponde. si. en la coronel talbot. 2. camionetas eh camiones serian camiones de 1 eje. si. alfredo plaza
2680,hágame un favor lo que pasa es que han entrado los ladrones en mi casa. eh no se como me pueden ayudar. eh acabo de llegar yo y veo que me han roto la puerta y se han llevado todos los televisores no se que mas faltara. vera es por el la universidad de cuenca se llama la calle de tierra eh mas abajito del mas abajito del del hospital de la mujer. si no no no no por la universidad el hospital de la mujer queda por el camal. si exactamente entonces llegan al hospital de la mujer y viran a la derecha a la a la que sigue esa es el camino del camal. si camino del camal eh del hospital de la mujer 60 metros viran a la derecha 250 metros. freddy salamea. bueno eh un vecino le ha visto quienes son oiga pero seria de llamarle para preguntarle a el. muy amable gracias buen dia
2681,buenas noches. disculpe por pedirle si nos pueden colaborar con una patrulla frente a la fiscalía de paucarbamba lo que pasa es que están unos señores ahí libando están tomando y metiendo desorden no se si pueden venir por favor. eh cual es la dirección pasaje paucarbamba y carlos rigoberto. si. si justo al frente. eh raquel. chambo chambo. cuantas estarán ahí mas o menos unos 4 o 5. desde la ventana se puede ver unos 4 5. con que. como viste una de las personas que están si se ven perdón déjeme ver si lo que pasa es que están en una tienda y no se ve. como se llama la tienda santo descanso se llama la tienda. listo gracias muy amable
2682,como esta buenas noches hágame un favor le llamo de la remigio crespo y brasil esquina. esta un caos están libando afuera de los taxis siempre hacen lo mismo ya estoy cansada por que se ponen a tomar ponen música. están en en un auto. eh gris medio plomito está justo ahí en la puerta del estadio. no del hostal del hostal. dead house. dead house. soledad novilla. no les no le podría decir. y haga un favor si puede ser pronto es que siempre les llamo y se demoran demasiado. muchas gracias
2683,buenos dias hagame un favor vera estoy llamando de aqui de la ciudadela de los arquitectos junto al condominio juana aventura es por ricaurte via a ochoa leon no sea malito tal vez pueda darse una vuelta por aqui por que hay unos ruidos extranños de por la casa y como varias veces han habido robos por aqui y no se si pueden darse una vuelta por favor. en mi casa estamos tre dos. no le podria decir exactamente por que salimos a ver pero no hacen mas ruido. perdon. no no no les he visto pero osea yo le digo la policia sabe andar y tenian que darse una vuelta por aqui y los perros ladran bastante y no saben ladrar no mas. solo somos dos personas adultas aqui en la casa. hay un carro rondando un carro un carro y en esta ciudadela se sabe que solamente pocas casas. de que color es el carro es una camioneta. no sabri que decir. no. esta por aqui es una ciudadela cerrada. no no le podria decir. me ayuda con las direcciones por favor. me ayuda con las direcciones por favor por donde queda ese condominio buena aventura. como llego ahi un punto de referencia. esto es en el sector san miguel de ricaurte. tiene algunas calles disculpe. su nombre senñora por favor. cordinamos su emergencia estamos para servirle
2684,buenas disculpe sabe tengo una emergencia necesito si es posible que manden a un policia. aqui a la gonzales suarez a la altura de bocatti cerca de los pollos de la remigio. algo de traba martha traba y gonzales suarez. y gonzales suarez. me robaron. un tipo que conocimos ibamos en el carro me robo mi cartera con mis tarjetas de credito con todo y ahora dice que no la tiene el se dio a la fuga anoche y yo me quede sin nada y hoy dia recien pude llegar a mi casa y le estoy tratando de ubicar y me esta negando de que el me tiene las cosas. el se fue a la fuga a las 3 de la mañana. como. si es conocido pero no es amigo es conocido. el viene para aca porque lo cite para aca para que me entregue mis cosas pero por telefono me dice que solo me viene a dejar una chaleca que mi bolso no esta ahi en su camioneta y eso es mentira. como. gonzales suarez y martha trada. si ahi. josselyn herrera. ya muchas gracias muy amable hasta luego
2685,buenos dias mauro santillana hagame un favor proteccion policial aqui en el redondel de las cholas de piedra. si panamericana y gonzales suarez. estamos haciendo yendo a hacer levantamiento topografico aqui en el sector con con equipos de valor entonces necesitamos porque siempre hay delincuencia aca. si unos dos policias por favor. llame hace mas de una media hora pero todavia nada me toca esperar por favor a ver si me puede ayudar ya. muy gentil gracias hasta luego
2686,si muy buenos dias. como le va caballero hagame un favor bien grande le estoy llamando de aqui de la administracion del mercado 10 de agosto. ya lo que pasa mi señor es que en este momento existen muchos delincuentes en la parte de adentro del mercado y a nosotros con la cantidad de guardias que tenemos este momento en el mercado se nos hace insuficiente tratar de sacarles a estos tipos o controlarlos si fuera tan amable de ayudarnos con algunos miembros de la policia que nos acompañen. mi nombre es eduardo bustos yo soy el encargado de la administracion de aca del mercado. muy amable muchas gracias
